text,intent
What happens when I click Forgot Password?,forgot_password
What happens when I click Forgot Password,forgot_password
How to fix expired password reset token?,forgot_password
How to fix expired password reset token,forgot_password
Where is the password reset link sent?,forgot_password
Where is the password reset link sent,forgot_password
How to recover account credentials easily?,forgot_password
How to recover account credentials easily,forgot_password
Why is password reset button not working?,forgot_password
Why is password reset button not working,forgot_password
How to change forgotten password on phone?,forgot_password
How to change forgotten password on phone,forgot_password
Where to click to send reset password email?,forgot_password
Where to click to send reset password email,forgot_password
How to regain login access without password?,forgot_password
How to regain login access without password,forgot_password
Why did I not get the password reset link?,forgot_password
Why did I not get the password reset link,forgot_password
How to reset my password step by step?,forgot_password
How to reset my password step by step,forgot_password
How to track my food donation status?,donation_status
How to track my food donation status,donation_status
Where to see donation status?,donation_status
Where to see donation status,donation_status
What does status Pending mean?,donation_status
What does status Pending mean,donation_status
What does status Accepted mean?,donation_status
What does status Accepted mean,donation_status
What does status Pickup Started mean?,donation_status
What does status Pickup Started mean,donation_status
What does status Assigned mean?,donation_status
What does status Assigned mean,donation_status
What does status Picked Up mean?,donation_status
What does status Picked Up mean,donation_status
What does status Delivered mean?,donation_status
What does status Delivered mean,donation_status
What does status Completed mean?,donation_status
What does status Completed mean,donation_status
What does status Cancelled mean?,donation_status
What does status Cancelled mean,donation_status
How to check if an NGO claimed my food?,donation_status
How to check if an NGO claimed my food,donation_status
Where can I see if an NGO has claimed my food listing?,donation_status
Where can I see if an NGO has claimed my food listing,donation_status
How to check if an NGO accepted my food donation?,donation_status
How to check if an NGO accepted my food donation,donation_status
Where to see if my donation was claimed by a charity?,donation_status
Where to see if my donation was claimed by a charity,donation_status
How to see which volunteer is assigned to my donation?,donation_status
How to see which volunteer is assigned to my donation,donation_status
Where is the donation progress tracker bar?,donation_status
Where is the donation progress tracker bar,donation_status
How to view donation history and status timeline?,donation_status
How to view donation history and status timeline,donation_status
Why is my food donation still Pending?,donation_status
Why is my food donation still Pending,donation_status
How long before an NGO accepts a donation?,donation_status
How long before an NGO accepts a donation,donation_status
Can I track food delivery live on the map?,donation_status
Can I track food delivery live on the map,donation_status
How to check real-time GPS location of delivery driver?,donation_status
How to check real-time GPS location of delivery driver,donation_status
Where to view QR code for donation pickup verification?,donation_status
Where to view QR code for donation pickup verification,donation_status
How to check completed donations count?,donation_status
How to check completed donations count,donation_status
Why did my food donation get cancelled?,donation_status
Why did my food donation get cancelled,donation_status
How to view donation details by ID?,donation_status
How to view donation details by ID,donation_status
Where to find active claims status list?,donation_status
Where to find active claims status list,donation_status
How do NGOs update donation status from Accepted to Picked Up?,donation_status
How do NGOs update donation status from Accepted to Picked Up,donation_status
How to mark a food donation as Completed?,donation_status
How to mark a food donation as Completed,donation_status
Can donors see when food reaches the shelter?,donation_status
Can donors see when food reaches the shelter,donation_status
Why does donation status say In Transit?,donation_status
Why does donation status say In Transit,donation_status
How to refresh status on donation tracking screen?,donation_status
How to refresh status on donation tracking screen,donation_status
Where to view donation status badges?,donation_status
Where to view donation status badges,donation_status
How to check if volunteer has started pickup route?,donation_status
How to check if volunteer has started pickup route,donation_status
Why does status show Awaiting Volunteer?,donation_status
Why does status show Awaiting Volunteer,donation_status
Can I filter donations by status on dashboard?,donation_status
Can I filter donations by status on dashboard,donation_status
Where to see status of claimed items in NGO panel?,donation_status
Where to see status of claimed items in NGO panel,donation_status
How to check food delivery confirmation timestamp?,donation_status
How to check food delivery confirmation timestamp,donation_status
What happens when donation status changes to Delivered?,donation_status
What happens when donation status changes to Delivered,donation_status
Why is live tracking status showing Inactive?,donation_status
Why is live tracking status showing Inactive,donation_status
How to verify pickup with QR code scan?,donation_status
How to verify pickup with QR code scan,donation_status
Where to see driver last updated timestamp?,donation_status
Where to see driver last updated timestamp,donation_status
Can admin change donation status manually?,donation_status
Can admin change donation status manually,donation_status
How to check total weight of completed donations?,donation_status
How to check total weight of completed donations,donation_status
Why does status show Needs Quick Consumption?,donation_status
Why does status show Needs Quick Consumption,donation_status
Where to find donation status logs in admin console?,donation_status
Where to find donation status logs in admin console,donation_status
How to get push notifications when donation status updates?,donation_status
How to get push notifications when donation status updates,donation_status
Can I check donation status without logging in?,donation_status
Can I check donation status without logging in,donation_status
How to see status of recurring food donations?,donation_status
How to see status of recurring food donations,donation_status
Why is status not updating in real time?,donation_status
Why is status not updating in real time,donation_status
How to view donor and NGO names on donation card?,donation_status
How to view donor and NGO names on donation card,donation_status
What is the lifecycle flow of a food donation?,donation_status
What is the lifecycle flow of a food donation,donation_status
Where to find donation status legend?,donation_status
Where to find donation status legend,donation_status
How to export donation status report?,donation_status
How to export donation status report,donation_status
Why did donation status change automatically?,donation_status
Why did donation status change automatically,donation_status
How to check if food was delivered safely?,donation_status
How to check if food was delivered safely,donation_status
Where is the track donation screen located?,donation_status
Where is the track donation screen located,donation_status
How to confirm food status with volunteer driver?,donation_status
How to confirm food status with volunteer driver,donation_status
Where can I check donation status?,donation_status
Where can I check donation status,donation_status
How to see if my donation was accepted?,donation_status
How to see if my donation was accepted,donation_status
What is the current status of my food listing?,donation_status
What is the current status of my food listing,donation_status
How to track live location of pickup driver?,donation_status
How to track live location of pickup driver,donation_status
Why is donation status showing Pending?,donation_status
Why is donation status showing Pending,donation_status
How to know when food has been delivered?,donation_status
How to know when food has been delivered,donation_status
Where to view active donation claims status?,donation_status
Where to view active donation claims status,donation_status
How to check which NGO claimed my food?,donation_status
How to check which NGO claimed my food,donation_status
What does status Picked Up mean on card?,donation_status
What does status Picked Up mean on card,donation_status
How to check completed donation history?,donation_status
How to check completed donation history,donation_status
Where is the live GPS donation tracker?,donation_status
Where is the live GPS donation tracker,donation_status
How to verify if food arrived at shelter?,donation_status
How to verify if food arrived at shelter,donation_status
Why is my donation status not updating?,donation_status
Why is my donation status not updating,donation_status
Where to check volunteer assignment status?,donation_status
Where to check volunteer assignment status,donation_status
How to see donation progress timeline?,donation_status
How to see donation progress timeline,donation_status
What does donation status Cancelled mean?,donation_status
What does donation status Cancelled mean,donation_status
Where to view donation status on dashboard?,donation_status
Where to view donation status on dashboard,donation_status
How to track food delivery in real time?,donation_status
How to track food delivery in real time,donation_status
Where to check if food pickup was completed?,donation_status
Where to check if food pickup was completed,donation_status
How to filter active donation status lists?,donation_status
How to filter active donation status lists,donation_status
Where is the Track Donation button?,donation_status
Where is the Track Donation button,donation_status
How do I track my donation status?,donation_status
How do I track my donation status,donation_status
How does food pickup work?,pickup_process
How does food pickup work,pickup_process
Explain the pickup process,pickup_process
Who picks up the donated food?,pickup_process
Who picks up the donated food,pickup_process
How to schedule a pickup time?,pickup_process
How to schedule a pickup time,pickup_process
What happens during food pickup?,pickup_process
What happens during food pickup,pickup_process
What happens when the volunteer arrives for food handover?,pickup_process
What happens when the volunteer arrives for food handover,pickup_process
How is food handed over to the volunteer during pickup?,pickup_process
How is food handed over to the volunteer during pickup,pickup_process
What is the process when driver arrives for food collection?,pickup_process
What is the process when driver arrives for food collection,pickup_process
Do volunteers come to donor address for pickup?,pickup_process
Do volunteers come to donor address for pickup,pickup_process
How to share pickup address coordinates?,pickup_process
How to share pickup address coordinates,pickup_process
Can NGO staff pick up food directly?,pickup_process
Can NGO staff pick up food directly,pickup_process
How to start pickup route in app?,pickup_process
How to start pickup route in app,pickup_process
What is the QR code verification during pickup?,pickup_process
What is the QR code verification during pickup,pickup_process
How does volunteer scan QR code at donor location?,pickup_process
How does volunteer scan QR code at donor location,pickup_process
How to open Google Maps navigation for pickup?,pickup_process
How to open Google Maps navigation for pickup,pickup_process
What to do when pickup driver arrives?,pickup_process
What to do when pickup driver arrives,pickup_process
How to contact driver during pickup?,pickup_process
How to contact driver during pickup,pickup_process
Can pickup be scheduled for a later time?,pickup_process
Can pickup be scheduled for a later time,pickup_process
What containers are needed for food pickup?,pickup_process
What containers are needed for food pickup,pickup_process
How long does pickup take after donation is accepted?,pickup_process
How long does pickup take after donation is accepted,pickup_process
What if donor is not available at pickup time?,pickup_process
What if donor is not available at pickup time,pickup_process
Can donor deliver food directly to NGO instead of pickup?,pickup_process
Can donor deliver food directly to NGO instead of pickup,pickup_process
How to update pickup address details?,pickup_process
How to update pickup address details,pickup_process
What if pickup location has poor road access?,pickup_process
What if pickup location has poor road access,pickup_process
How does live GPS tracking activate during pickup?,pickup_process
How does live GPS tracking activate during pickup,pickup_process
Is pickup service free for donors?,pickup_process
Is pickup service free for donors,pickup_process
How to mark food as Picked Up in app?,pickup_process
How to mark food as Picked Up in app,pickup_process
What happens if food gets spoiled before pickup?,pickup_process
What happens if food gets spoiled before pickup,pickup_process
How to handle large quantity food pickups requiring heavy vehicle?,pickup_process
How to handle large quantity food pickups requiring heavy vehicle,pickup_process
What safety protocols are followed during pickup?,pickup_process
What safety protocols are followed during pickup,pickup_process
Can donor request urgent immediate pickup?,pickup_process
Can donor request urgent immediate pickup,pickup_process
How to check volunteer driver contact details before pickup?,pickup_process
How to check volunteer driver contact details before pickup,pickup_process
What to do if pickup driver is delayed?,pickup_process
What to do if pickup driver is delayed,pickup_process
How to cancel a scheduled pickup?,pickup_process
How to cancel a scheduled pickup,pickup_process
Does volunteer inspect food quality during pickup?,pickup_process
Does volunteer inspect food quality during pickup,pickup_process
How to confirm pickup handover to volunteer?,pickup_process
How to confirm pickup handover to volunteer,pickup_process
Can multiple pickups be combined in one route?,pickup_process
Can multiple pickups be combined in one route,pickup_process
Where to view pickup status updates?,pickup_process
Where to view pickup status updates,pickup_process
What is the estimated pickup arrival time?,pickup_process
What is the estimated pickup arrival time,pickup_process
How to enable location permissions for pickup tracking?,pickup_process
How to enable location permissions for pickup tracking,pickup_process
Can pickup happen during night hours?,pickup_process
Can pickup happen during night hours,pickup_process
What instructions should donor provide for smooth pickup?,pickup_process
What instructions should donor provide for smooth pickup,pickup_process
How to report a failed pickup attempt?,pickup_process
How to report a failed pickup attempt,pickup_process
Where to find pickup route map?,pickup_process
Where to find pickup route map,pickup_process
Who covers fuel costs for pickup delivery?,pickup_process
Who covers fuel costs for pickup delivery,pickup_process
How do NGOs assign specific drivers for pickup?,pickup_process
How do NGOs assign specific drivers for pickup,pickup_process
What to do if pickup address changes?,pickup_process
What to do if pickup address changes,pickup_process
Can donor leave food at gate for pickup?,pickup_process
Can donor leave food at gate for pickup,pickup_process
How to track vehicle movement during pickup?,pickup_process
How to track vehicle movement during pickup,pickup_process
Is contactless pickup available?,pickup_process
Is contactless pickup available,pickup_process
What to do after food is loaded into pickup vehicle?,pickup_process
What to do after food is loaded into pickup vehicle,pickup_process
How to verify volunteer identity at pickup?,pickup_process
How to verify volunteer identity at pickup,pickup_process
What is the pickup completion step?,pickup_process
What is the pickup completion step,pickup_process
How to troubleshoot pickup GPS errors?,pickup_process
How to troubleshoot pickup GPS errors,pickup_process
Where to get help with pickup coordination?,pickup_process
Where to get help with pickup coordination,pickup_process
Why is pickup taking longer than expected?,pickup_process
Why is pickup taking longer than expected,pickup_process
How to rate pickup experience?,pickup_process
How to rate pickup experience,pickup_process
Who comes to collect the donated food?,pickup_process
Who comes to collect the donated food,pickup_process
How to navigate to pickup location?,pickup_process
How to navigate to pickup location,pickup_process
What steps are involved in food collection?,pickup_process
What steps are involved in food collection,pickup_process
How to share pickup instructions with driver?,pickup_process
How to share pickup instructions with driver,pickup_process
Where to verify driver arrival for pickup?,pickup_process
Where to verify driver arrival for pickup,pickup_process
How to confirm food handover at pickup?,pickup_process
How to confirm food handover at pickup,pickup_process
What to do if driver is late for pickup?,pickup_process
What to do if driver is late for pickup,pickup_process
How to check pickup address on map?,pickup_process
How to check pickup address on map,pickup_process
Where to click Start Pickup on mobile?,pickup_process
Where to click Start Pickup on mobile,pickup_process
How to schedule food pickup window?,pickup_process
How to schedule food pickup window,pickup_process
What containers should be ready for pickup?,pickup_process
What containers should be ready for pickup,pickup_process
Where to track pickup driver live location?,pickup_process
Where to track pickup driver live location,pickup_process
How to contact volunteer during pickup?,pickup_process
How to contact volunteer during pickup,pickup_process
What if donor address is incorrect for pickup?,pickup_process
What if donor address is incorrect for pickup,pickup_process
How to mark pickup completed in app?,pickup_process
How to mark pickup completed in app,pickup_process
Can pickup driver call donor before arrival?,pickup_process
Can pickup driver call donor before arrival,pickup_process
What happens during food handover at pickup?,pickup_process
What happens during food handover at pickup,pickup_process
Where to view estimated pickup time?,pickup_process
Where to view estimated pickup time,pickup_process
How to cancel a pickup request?,pickup_process
How to cancel a pickup request,pickup_process
How do notifications work?,notifications
How do notifications work,notifications
Where can I see my notifications?,notifications
Where can I see my notifications,notifications
Why am I not receiving notification alerts?,notifications
Why am I not receiving notification alerts,notifications
How to enable push notifications for FoodReach?,notifications
How to enable push notifications for FoodReach,notifications
Where is the notification bell icon?,notifications
Where is the notification bell icon,notifications
What alerts do donors receive?,notifications
What alerts do donors receive,notifications
What alerts do NGOs receive?,notifications
What alerts do NGOs receive,notifications
What alerts do volunteers receive?,notifications
What alerts do volunteers receive,notifications
How to mark notifications as read?,notifications
How to mark notifications as read,notifications
How to mark all notifications as read?,notifications
How to mark all notifications as read,notifications
Where is the Notification Center screen?,notifications
Where is the Notification Center screen,notifications
How to view unread notification count badge?,notifications
How to view unread notification count badge,notifications
Does FoodReach send real-time Firebase alerts?,notifications
Does FoodReach send real-time Firebase alerts,notifications
How to clear old notification history?,notifications
How to clear old notification history,notifications
Why do I get notifications for nearby donations?,notifications
Why do I get notifications for nearby donations,notifications
How to filter notifications by read and unread?,notifications
How to filter notifications by read and unread,notifications
Can I turn off email notifications?,notifications
Can I turn off email notifications,notifications
How to configure notification sound and vibration?,notifications
How to configure notification sound and vibration,notifications
Why did I get a notification for donation accepted?,notifications
Why did I get a notification for donation accepted,notifications
Do volunteers get notified when new pickup is assigned?,notifications
Do volunteers get notified when new pickup is assigned,notifications
How do NGOs get notified when food is listed nearby?,notifications
How do NGOs get notified when food is listed nearby,notifications
Why am I getting notifications for system logs?,notifications
Why am I getting notifications for system logs,notifications
How to check notification timestamp?,notifications
How to check notification timestamp,notifications
Where to see admin notifications console?,notifications
Where to see admin notifications console,notifications
Can I click a notification to open the donation screen?,notifications
Can I click a notification to open the donation screen,notifications
Why are notifications delayed on mobile?,notifications
Why are notifications delayed on mobile,notifications
How to subscribe to realtime notification topics?,notifications
How to subscribe to realtime notification topics,notifications
What does notification red badge mean?,notifications
What does notification red badge mean,notifications
How to troubleshoot missing push notifications on Android?,notifications
How to troubleshoot missing push notifications on Android,notifications
How to troubleshoot missing push notifications on iOS?,notifications
How to troubleshoot missing push notifications on iOS,notifications
Can I receive SMS notifications instead of push?,notifications
Can I receive SMS notifications instead of push,notifications
Where to view notification message details?,notifications
Where to view notification message details,notifications
How to test notification alerts?,notifications
How to test notification alerts,notifications
Why do I get food safety warning notifications?,notifications
Why do I get food safety warning notifications,notifications
How to disable marketing or promotional notifications?,notifications
How to disable marketing or promotional notifications,notifications
Where are donor registration notification logs saved?,notifications
Where are donor registration notification logs saved,notifications
Can I view notifications when offline?,notifications
Can I view notifications when offline,notifications
How to restore cleared notification messages?,notifications
How to restore cleared notification messages,notifications
Why is notification bell showing 99+?,notifications
Why is notification bell showing 99+,notifications
How often are realtime notifications refreshed?,notifications
How often are realtime notifications refreshed,notifications
Where to manage notification preferences in settings?,notifications
Where to manage notification preferences in settings,notifications
Why did I receive a duplicate notification?,notifications
Why did I receive a duplicate notification,notifications
How do volunteers get arrival alert notifications?,notifications
How do volunteers get arrival alert notifications,notifications
What happens when I tap on a notification card?,notifications
What happens when I tap on a notification card,notifications
How to check notification permissions in phone settings?,notifications
How to check notification permissions in phone settings,notifications
Where to find real-time alerts in admin panel?,notifications
Where to find real-time alerts in admin panel,notifications
Can notifications be exported to file?,notifications
Can notifications be exported to file,notifications
Why is my notification center empty?,notifications
Why is my notification center empty,notifications
How to get instant alerts when NGO accepts my food?,notifications
How to get instant alerts when NGO accepts my food,notifications
What type of notifications does FoodReach send?,notifications
What type of notifications does FoodReach send,notifications
How to turn on sound for urgent delivery alerts?,notifications
How to turn on sound for urgent delivery alerts,notifications
Where to see notification history log?,notifications
Where to see notification history log,notifications
How to clear unread badge counter?,notifications
How to clear unread badge counter,notifications
Who receives new user registration alerts?,notifications
Who receives new user registration alerts,notifications
Where is the notification center in app?,notifications
Where is the notification center in app,notifications
How to check unread notification count?,notifications
How to check unread notification count,notifications
Why am I not getting push notifications?,notifications
Why am I not getting push notifications,notifications
Where is the bell icon for alerts?,notifications
Where is the bell icon for alerts,notifications
How to turn on push notifications on phone?,notifications
How to turn on push notifications on phone,notifications
Where to view active alerts in app?,notifications
Where to view active alerts in app,notifications
How to clear old notification list?,notifications
How to clear old notification list,notifications
Why did I get an alert for food claim?,notifications
Why did I get an alert for food claim,notifications
Where to find delivery notifications?,notifications
Where to find delivery notifications,notifications
How to enable sound for app alerts?,notifications
How to enable sound for app alerts,notifications
Where to see unread badge counter?,notifications
Where to see unread badge counter,notifications
Why are notifications not displaying?,notifications
Why are notifications not displaying,notifications
How to check message alerts on dashboard?,notifications
How to check message alerts on dashboard,notifications
How do I edit my profile?,profile
How do I edit my profile,profile
How do I update my profile?,profile
How do I update my profile,profile
Where is my profile screen?,profile
Where is my profile screen,profile
How to edit full name and phone number?,profile
How to edit full name and phone number,profile
How to change profile photo or avatar?,profile
How to change profile photo or avatar,profile
How to update operating address in profile?,profile
How to update operating address in profile,profile
Where to view my account role and details?,profile
Where to view my account role and details,profile
How to edit NGO organization bio?,profile
How to edit NGO organization bio,profile
How to update NGO bio description in settings?,profile
How to update NGO bio description in settings,profile
Where to change NGO description and bio?,profile
Where to change NGO description and bio,profile
How to edit my organization bio in profile?,profile
How to edit my organization bio in profile,profile
How to view date joined on profile?,profile
How to view date joined on profile,profile
Can I change my registered email address in profile?,profile
Can I change my registered email address in profile,profile
How to update NGO serving capacity in profile?,profile
How to update NGO serving capacity in profile,profile
How to set target food category preferences in profile?,profile
How to set target food category preferences in profile,profile
Where is the Edit Profile button?,profile
Where is the Edit Profile button,profile
How to save profile changes?,profile
How to save profile changes,profile
Why does profile save fail when name is empty?,profile
Why does profile save fail when name is empty,profile
How to view volunteer impact score on profile?,profile
How to view volunteer impact score on profile,profile
Where to check profile active status?,profile
Where to check profile active status,profile
Can I view other user profiles in directory?,profile
Can I view other user profiles in directory,profile
How to update profile GPS coordinates on map?,profile
How to update profile GPS coordinates on map,profile
Where is Administrator Profile Control modal?,profile
Where is Administrator Profile Control modal,profile
How to add bio or description to my profile?,profile
How to add bio or description to my profile,profile
Why is email read-only in profile settings?,profile
Why is email read-only in profile settings,profile
Why is account role read-only in profile settings?,profile
Why is account role read-only in profile settings,profile
How to upload picture URL for profile avatar?,profile
How to upload picture URL for profile avatar,profile
Where to view profile initials icon?,profile
Where to view profile initials icon,profile
How to check if profile is verified?,profile
How to check if profile is verified,profile
What happens if profile phone number is invalid?,profile
What happens if profile phone number is invalid,profile
How to update profile information on mobile app?,profile
How to update profile information on mobile app,profile
Where is profile icon located in header bar?,profile
Where is profile icon located in header bar,profile
Can I delete my profile account?,profile
Can I delete my profile account,profile
How to see total completed donations on donor profile?,profile
How to see total completed donations on donor profile,profile
How to see total completed pickups on volunteer profile?,profile
How to see total completed pickups on volunteer profile,profile
Where to check profile suspension status?,profile
Where to check profile suspension status,profile
How to fix profile loading error?,profile
How to fix profile loading error,profile
Can I make my profile private?,profile
Can I make my profile private,profile
How to change language in profile settings?,profile
How to change language in profile settings,profile
Where to find profile security settings?,profile
Where to find profile security settings,profile
How to cancel editing profile without saving?,profile
How to cancel editing profile without saving,profile
Why does profile show Not Provided for empty fields?,profile
Why does profile show Not Provided for empty fields,profile
How to sync profile changes with Supabase database?,profile
How to sync profile changes with Supabase database,profile
Where to view NGO profile in public directory?,profile
Where to view NGO profile in public directory,profile
How to update profile contact details?,profile
How to update profile contact details,profile
Why is profile picture not displaying?,profile
Why is profile picture not displaying,profile
How to view member profile card in admin panel?,profile
How to view member profile card in admin panel,profile
Can I export my profile data?,profile
Can I export my profile data,profile
Where to see account creation date in profile?,profile
Where to see account creation date in profile,profile
How to reset profile to default values?,profile
How to reset profile to default values,profile
What details are visible on public profile?,profile
What details are visible on public profile,profile
How to update donor organization name in profile?,profile
How to update donor organization name in profile,profile
Where is the profile hamburger menu?,profile
Where is the profile hamburger menu,profile
How to verify profile contact number?,profile
How to verify profile contact number,profile
Why does profile say Account Active?,profile
Why does profile say Account Active,profile
How to manage multi-role profile settings?,profile
How to manage multi-role profile settings,profile
Where to find profile help section?,profile
Where to find profile help section,profile
How to update user profile avatar frame?,profile
How to update user profile avatar frame,profile
Where do I edit my user profile?,profile
Where do I edit my user profile,profile
How to change my name in profile?,profile
How to change my name in profile,profile
Where to update phone number in account?,profile
Where to update phone number in account,profile
How to upload new profile avatar picture?,profile
How to upload new profile avatar picture,profile
Where to check account role on profile?,profile
Where to check account role on profile,profile
How to change address in profile settings?,profile
How to change address in profile settings,profile
Where to edit NGO bio and details?,profile
Where to edit NGO bio and details,profile
How to save updated profile information?,profile
How to save updated profile information,profile
Where is the Profile icon in menu?,profile
Where is the Profile icon in menu,profile
How to check volunteer impact score in profile?,profile
How to check volunteer impact score in profile,profile
Where to see joined date on my profile?,profile
Where to see joined date on my profile,profile
How to update GPS coordinates on profile map?,profile
How to update GPS coordinates on profile map,profile
Where to find account settings on profile?,profile
Where to find account settings on profile,profile
How do I contact support?,contact_support
How do I contact support,contact_support
Customer support details,contact_support
Help desk and contact number,contact_support
How to reach FoodReach support team?,contact_support
How to reach FoodReach support team,contact_support
What is the support email address?,contact_support
What is the support email address,contact_support
Where to report a technical bug or app issue?,contact_support
Where to report a technical bug or app issue,contact_support
How to get help with a failed donation?,contact_support
How to get help with a failed donation,contact_support
Who to contact if food pickup fails?,contact_support
Who to contact if food pickup fails,contact_support
Is there a customer helpline number?,contact_support
Is there a customer helpline number,contact_support
How to submit a support ticket?,contact_support
How to submit a support ticket,contact_support
Where to find FoodReach support in the app?,contact_support
Where to find FoodReach support in the app,contact_support
How to contact support for urgent safety issues?,contact_support
How to contact support for urgent safety issues,contact_support
What are support working hours?,contact_support
What are support working hours,contact_support
How to report a abusive user or fake listing?,contact_support
How to report a abusive user or fake listing,contact_support
Where to send feedback or feature suggestions?,contact_support
Where to send feedback or feature suggestions,contact_support
How to contact admin team directly?,contact_support
How to contact admin team directly,contact_support
What to do if app crashes during use?,contact_support
What to do if app crashes during use,contact_support
How to report incorrect NGO location on map?,contact_support
How to report incorrect NGO location on map,contact_support
Who to contact for account suspension appeal?,contact_support
Who to contact for account suspension appeal,contact_support
Is 24/7 emergency support available?,contact_support
Is 24/7 emergency support available,contact_support
How to reach donor assistance helpline?,contact_support
How to reach donor assistance helpline,contact_support
How to contact volunteer coordinator?,contact_support
How to contact volunteer coordinator,contact_support
Where to find FAQ and help documentation?,contact_support
Where to find FAQ and help documentation,contact_support
How to report payment or billing inquiry?,contact_support
How to report payment or billing inquiry,contact_support
What is FoodReach support phone number?,contact_support
What is FoodReach support phone number,contact_support
How fast does support team respond?,contact_support
How fast does support team respond,contact_support
Where to report data privacy concerns?,contact_support
Where to report data privacy concerns,contact_support
How to contact press or media relations?,contact_support
How to contact press or media relations,contact_support
Who to notify if donor is unresponsive?,contact_support
Who to notify if donor is unresponsive,contact_support
Who to notify if volunteer does not show up?,contact_support
Who to notify if volunteer does not show up,contact_support
How to get live chat support?,contact_support
How to get live chat support,contact_support
Where is the Contact Us page located?,contact_support
Where is the Contact Us page located,contact_support
How to file a complaint about food quality?,contact_support
How to file a complaint about food quality,contact_support
Who manages FoodReach community support?,contact_support
Who manages FoodReach community support,contact_support
How to request technical assistance with map integration?,contact_support
How to request technical assistance with map integration,contact_support
Where to report broken links or UI glitches?,contact_support
Where to report broken links or UI glitches,contact_support
How to contact FoodReach corporate headquarters?,contact_support
How to contact FoodReach corporate headquarters,contact_support
What to do if email verification support is needed?,contact_support
What to do if email verification support is needed,contact_support
How to get help with NGO verification documents?,contact_support
How to get help with NGO verification documents,contact_support
Where to email support for bug reports?,contact_support
Where to email support for bug reports,contact_support
How to contact platform administrator?,contact_support
How to contact platform administrator,contact_support
What info should I include when contacting support?,contact_support
What info should I include when contacting support,contact_support
How to check status of my support ticket?,contact_support
How to check status of my support ticket,contact_support
Where to find community discussion forum?,contact_support
Where to find community discussion forum,contact_support
How to report location routing errors?,contact_support
How to report location routing errors,contact_support
Who to contact for partnership inquiries?,contact_support
Who to contact for partnership inquiries,contact_support
How to reach customer care on WhatsApp?,contact_support
How to reach customer care on WhatsApp,contact_support
Where is the support widget in app footer?,contact_support
Where is the support widget in app footer,contact_support
How to get assistance with login problems?,contact_support
How to get assistance with login problems,contact_support
Who can help me edit submitted donation?,contact_support
Who can help me edit submitted donation,contact_support
How to report security vulnerabilities?,contact_support
How to report security vulnerabilities,contact_support
Where to find official support contact links?,contact_support
Where to find official support contact links,contact_support
How to get instant resolution for delivery dispute?,contact_support
How to get instant resolution for delivery dispute,contact_support
Who to contact if food recipient shelter has closed?,contact_support
Who to contact if food recipient shelter has closed,contact_support
Where to find customer support number?,contact_support
Where to find customer support number,contact_support
How to email FoodReach help desk?,contact_support
How to email FoodReach help desk,contact_support
Where to report app technical glitches?,contact_support
Where to report app technical glitches,contact_support
Who to call for urgent support?,contact_support
Who to call for urgent support,contact_support
How to submit feedback to support team?,contact_support
How to submit feedback to support team,contact_support
Where to find support contact page?,contact_support
Where to find support contact page,contact_support
How to get help with account issues?,contact_support
How to get help with account issues,contact_support
Who to contact for app assistance?,contact_support
Who to contact for app assistance,contact_support
Where is the help desk link in app?,contact_support
Where is the help desk link in app,contact_support
How to contact customer care team?,contact_support
How to contact customer care team,contact_support
Hello,general_greeting
Hi,general_greeting
Hey,general_greeting
Good morning,general_greeting
Good afternoon,general_greeting
Good evening,general_greeting
Greetings,general_greeting
Hi there,general_greeting
Hello FoodReach AI,general_greeting
Hey assistant,general_greeting
Hi bot,general_greeting
Hello there,general_greeting
Hey FoodReach,general_greeting
Hi AI,general_greeting
Good day,general_greeting
Howdy,general_greeting
Yo,general_greeting
Hola,general_greeting
Hi FoodReach assistant,general_greeting
Hello AI assistant,general_greeting
Hey there friend,general_greeting
Good morning FoodReach,general_greeting
Good evening assistant,general_greeting
Hi buddy,general_greeting
Hello how are you?,general_greeting
Hello how are you,general_greeting
Hey can you help me?,general_greeting
Hey can you help me,general_greeting
Hi how are you doing?,general_greeting
Hi how are you doing,general_greeting
Hello who are you?,general_greeting
Hello who are you,general_greeting
What is your name?,general_greeting
What is your name,general_greeting
Are you FoodReach AI?,general_greeting
Are you FoodReach AI,general_greeting
Hi is anyone there?,general_greeting
Hi is anyone there,general_greeting
Hello chatbot,general_greeting
Hey AI bot,general_greeting
Hi glad to talk to you,general_greeting
Hello welcome,general_greeting
Hey there how can you assist me?,general_greeting
Hey there how can you assist me,general_greeting
Hi start chat,general_greeting
Hello assistant ready?,general_greeting
Hello assistant ready,general_greeting
Hey foodreach bot,general_greeting
Good afternoon FoodReach,general_greeting
Hi friend,general_greeting
Hello system,general_greeting
Hey assistant quick question,general_greeting
Hi there FoodReach AI,general_greeting
Hello nice to meet you,general_greeting
Hey hope you are well,general_greeting
Hi greetings,general_greeting
Hello ready to help?,general_greeting
Hello ready to help,general_greeting
Hey there bot,general_greeting
Hi AI how can you help me today?,general_greeting
Hi AI how can you help me today,general_greeting
Hello FoodReach team bot,general_greeting
Hey good morning,general_greeting
Hi good evening,general_greeting
Hello assistant what can you do?,general_greeting
Hello assistant what can you do,general_greeting
Hi AI assistant,general_greeting
Hey there how are you?,general_greeting
Hey there how are you,general_greeting
Hello FoodReach helper,general_greeting
Hi bot can you assist me?,general_greeting
Hi bot can you assist me,general_greeting
Good morning assistant,general_greeting
Good evening FoodReach team,general_greeting
